2,8,1,526,366,356,x
2,8,1,510,356,362,x
2,8,1,472,362,332,x
2,8,1,446,332,221,x
2,8,1,447,221,358,x
2,8,1,449,358,231,x
2,8,1,450,231,217,x
2,8,1,451,217,127,x
2,8,1,141,127,216,x
2,8,1,142,216,178,x
2,8,1,143,178,220,x
2,8,1,144,220,372,x
2,8,1,145,372,130,x
2,8,1,473,130,176,x
2,8,1,215,176,376,x
2,8,1,217,376,173,x
2,8,1,212,173,144,x
2,8,2,526,366,356,x
2,8,2,495,356,357,x
2,8,2,496,357,223,x
2,8,2,497,223,222,x
2,8,2,498,222,354,x
2,8,2,485,354,230,x
2,8,2,486,230,218,x
2,8,2,487,218,341,x
2,8,2,488,341,215,x
2,8,2,489,215,179,x
2,8,2,490,179,219,x
2,8,2,491,219,371,x
2,8,2,492,371,355,x
2,8,2,493,355,176,x
2,8,2,215,176,376,x
2,8,2,217,376,173,x
2,8,2,212,173,144,x
2,9,1,526,366,356,x
2,9,1,510,356,362,x
2,9,1,472,362,332,x
2,9,1,446,332,221,x
2,9,1,447,221,358,x
2,9,1,449,358,231,x
2,9,1,450,231,217,x
2,9,1,451,217,127,x
2,9,1,141,127,216,x
2,9,1,142,216,178,x
2,9,1,143,178,220,x
2,9,1,144,220,372,x
2,9,1,145,372,130,x
2,9,1,473,130,176,x
2,9,1,215,176,376,x
2,9,1,217,376,173,x
2,9,1,218,173,8,x
2,9,1,799,8,9,x
2,9,1,6,9,6,x
2,9,1,584,6,133,x
2,9,1,338,133,284,x
2,9,1,556,284,387,x
2,9,1,557,387,40,x
2,9,2,526,366,356,x
2,9,2,495,356,357,x
2,9,2,496,357,223,x
2,9,2,497,223,222,x
2,9,2,498,222,354,x
2,9,2,485,354,230,x
2,9,2,486,230,218,x
2,9,2,487,218,341,x
2,9,2,488,341,215,x
2,9,2,489,215,179,x
2,9,2,490,179,219,x
2,9,2,491,219,371,x
2,9,2,492,371,355,x
2,9,2,493,355,176,x
2,9,2,215,176,376,x
2,9,2,217,376,173,x
2,9,2,218,173,8,x
2,9,2,799,8,9,x
2,9,2,6,9,6,x
2,9,2,584,6,133,x
2,9,2,338,133,284,x
2,9,2,556,284,387,x
2,9,2,557,387,40,x
2,11,1,526,366,356,x
2,11,1,510,356,362,x
2,11,1,472,362,332,x
2,11,1,446,332,221,x
2,11,1,447,221,358,x
2,11,1,449,358,231,x
2,11,1,450,231,217,x
2,11,1,451,217,127,x
2,11,1,141,127,216,x
2,11,1,142,216,178,x
2,11,1,143,178,220,x
2,11,1,144,220,372,x
2,11,1,145,372,130,x
2,11,1,473,130,176,x
2,11,1,215,176,376,x
2,11,1,217,376,173,x
2,11,1,218,173,8,x
2,11,1,799,8,9,x
2,11,1,6,9,6,x
2,11,1,584,6,133,x
2,11,1,338,133,284,x
2,11,1,558,284,287,x
2,11,1,339,287,120,x
2,11,1,265,120,160,x
2,11,1,263,160,520,x
2,11,1,264,520,199,x
2,11,1,369,199,303,x
2,11,1,370,303,304,x
2,11,1,371,304,386,x
2,11,1,372,386,305,x
2,11,2,526,366,356,x
2,11,2,495,356,357,x
2,11,2,496,357,223,x
2,11,2,497,223,222,x
2,11,2,498,222,354,x
2,11,2,485,354,230,x
2,11,2,486,230,218,x
2,11,2,487,218,341,x
2,11,2,488,341,215,x
2,11,2,489,215,179,x
2,11,2,490,179,219,x
2,11,2,491,219,371,x
2,11,2,492,371,355,x
2,11,2,493,355,176,x
2,11,2,215,176,376,x
2,11,2,217,376,173,x
2,11,2,218,173,8,x
2,11,2,799,8,9,x
2,11,2,6,9,6,x
2,11,2,584,6,133,x
2,11,2,338,133,284,x
2,11,2,558,284,287,x
2,11,2,339,287,120,x
2,11,2,265,120,160,x
2,11,2,263,160,520,x
2,11,2,264,520,199,x
2,11,2,369,199,303,x
2,11,2,370,303,304,x
2,11,2,371,304,386,x
2,11,2,372,386,305,x
2,12,1,526,366,356,x
2,12,1,510,356,362,x
2,12,1,472,362,332,x
2,12,1,446,332,221,x
2,12,1,447,221,358,x
2,12,1,449,358,231,x
2,12,1,450,231,217,x
2,12,1,451,217,127,x
2,12,1,141,127,216,x
2,12,1,142,216,178,x
2,12,1,143,178,220,x
2,12,1,144,220,372,x
2,12,1,145,372,130,x
2,12,1,473,130,176,x
2,12,1,215,176,376,x
2,12,1,217,376,173,x
2,12,1,218,173,8,x
2,12,1,799,8,9,x
2,12,1,6,9,6,x
2,12,1,584,6,133,x
2,12,1,338,133,284,x
2,12,1,558,284,287,x
2,12,1,339,287,120,x
2,12,1,265,120,160,x
2,12,1,263,160,520,x
2,12,1,264,520,199,x
2,12,1,369,199,303,x
2,12,1,370,303,304,x
2,12,1,352,304,294,x
2,12,2,526,366,356,x
2,12,2,495,356,357,x
2,12,2,496,357,223,x
2,12,2,497,223,222,x
2,12,2,498,222,354,x
2,12,2,485,354,230,x
2,12,2,486,230,218,x
2,12,2,487,218,341,x
2,12,2,488,341,215,x
2,12,2,489,215,179,x
2,12,2,490,179,219,x
2,12,2,491,219,371,x
2,12,2,492,371,355,x
2,12,2,493,355,176,x
2,12,2,215,176,376,x
2,12,2,217,376,173,x
2,12,2,218,173,8,x
2,12,2,799,8,9,x
2,12,2,6,9,6,x
2,12,2,584,6,133,x
2,12,2,338,133,284,x
2,12,2,558,284,287,x
2,12,2,339,287,120,x
2,12,2,265,120,160,x
2,12,2,263,160,520,x
2,12,2,264,520,199,x
2,12,2,369,199,303,x
2,12,2,370,303,304,x
2,12,2,352,304,294,x
2,13,1,526,366,356,x
2,13,1,510,356,362,x
2,13,1,472,362,332,x
2,13,1,446,332,221,x
2,13,1,447,221,358,x
2,13,1,449,358,231,x
2,13,1,450,231,217,x
2,13,1,451,217,127,x
2,13,1,141,127,216,x
2,13,1,142,216,178,x
2,13,1,143,178,220,x
2,13,1,144,220,372,x
2,13,1,145,372,130,x
2,13,1,473,130,176,x
2,13,1,215,176,376,x
2,13,1,217,376,173,x
2,13,1,218,173,8,x
2,13,1,799,8,9,x
2,13,1,6,9,6,x
2,13,1,584,6,133,x
2,13,1,150,133,134,x
2,13,1,332,134,41,x
2,13,1,44,41,42,x
2,13,1,798,42,158,x
2,13,1,269,158,519,x
2,13,1,270,519,131,x
2,13,1,146,131,139,x
2,13,1,147,139,306,x
2,13,2,526,366,356,x
2,13,2,495,356,357,x
2,13,2,496,357,223,x
2,13,2,497,223,222,x
2,13,2,498,222,354,x
2,13,2,485,354,230,x
2,13,2,486,230,218,x
2,13,2,487,218,341,x
2,13,2,488,341,215,x
2,13,2,489,215,179,x
2,13,2,490,179,219,x
2,13,2,491,219,371,x
2,13,2,492,371,355,x
2,13,2,493,355,176,x
2,13,2,215,176,376,x
2,13,2,217,376,173,x
2,13,2,218,173,8,x
2,13,2,799,8,9,x
2,13,2,6,9,6,x
2,13,2,584,6,133,x
2,13,2,150,133,134,x
2,13,2,332,134,41,x
2,13,2,44,41,42,x
2,13,2,798,42,158,x
2,13,2,269,158,519,x
2,13,2,270,519,131,x
2,13,2,146,131,139,x
2,13,2,147,139,306,x
2,18,1,526,366,356,x
2,18,1,510,356,362,x
2,18,1,472,362,332,x
2,18,1,446,332,221,x
2,18,1,447,221,358,x
2,18,1,504,358,330,x
2,18,1,433,330,333,x
2,18,1,434,333,310,x
2,18,1,381,310,311,x
2,18,1,564,311,382,x
2,18,1,547,382,383,x
2,18,1,689,383,123,x
2,18,1,691,123,82,x
2,18,2,526,366,356,x
2,18,2,510,356,362,x
2,18,2,511,362,338,x
2,18,2,444,338,329,x
2,18,2,720,329,313,x
2,18,2,385,313,314,x
2,18,2,553,314,196,x
2,18,2,545,196,247,x
2,18,2,603,247,369,x
2,18,2,686,369,475,x
2,18,2,688,475,382,x
2,18,2,547,382,383,x
2,18,2,689,383,123,x
2,18,2,691,123,82,x
2,20,1,526,366,356,x
2,20,1,510,356,362,x
2,20,1,472,362,332,x
2,20,1,446,332,221,x
2,20,1,447,221,358,x
2,20,1,504,358,330,x
2,20,1,433,330,333,x
2,20,1,434,333,310,x
2,20,1,381,310,311,x
2,20,1,564,311,382,x
2,20,1,546,382,102,x
2,20,2,526,366,356,x
2,20,2,510,356,362,x
2,20,2,511,362,338,x
2,20,2,444,338,329,x
2,20,2,720,329,313,x
2,20,2,385,313,314,x
2,20,2,553,314,196,x
2,20,2,545,196,247,x
2,20,2,603,247,369,x
2,20,2,686,369,475,x
2,20,2,688,475,382,x
2,20,2,546,382,102,x
2,25,1,526,366,356,x
2,25,1,510,356,362,x
2,25,1,511,362,338,x
2,25,1,444,338,329,x
2,25,1,720,329,313,x
2,25,1,385,313,314,x
2,25,1,553,314,196,x
2,25,1,545,196,247,x
2,25,1,603,247,369,x
2,25,1,685,369,315,x
2,25,1,387,315,250,x
2,25,1,388,250,559,x
2,25,1,389,559,246,x
2,25,1,390,246,245,x
2,25,1,391,245,314,x
2,25,1,554,314,256,x
2,25,1,555,256,46,x
2,25,1,386,46,66,x
2,26,1,526,366,356,x
2,26,1,510,356,362,x
2,26,1,511,362,338,x
2,26,1,444,338,329,x
2,26,1,720,329,313,x
2,26,1,385,313,314,x
2,26,1,553,314,196,x
2,26,1,545,196,247,x
2,26,1,603,247,369,x
2,26,1,685,369,315,x
2,26,1,387,315,250,x
2,26,1,294,250,251,x
2,26,1,744,251,560,x
2,26,1,745,560,244,x
2,26,1,746,244,313,x
2,26,1,392,313,257,x
2,26,1,393,257,316,x
2,26,1,742,316,325,x
2,26,1,420,325,327,x
2,28,1,526,366,356,x
2,28,1,510,356,362,x
2,28,1,511,362,338,x
2,28,1,442,338,339,x
2,28,1,790,339,330,x
2,28,1,425,330,574,x
2,28,1,426,574,571,x
2,28,1,427,571,124,x
2,28,1,428,124,125,x
2,28,1,138,125,126,x
2,28,1,895,126,679,x
2,30,1,526,366,356,x
2,30,1,510,356,362,x
2,30,1,472,362,332,x
