-25.4381599348, -49.265872816
-25.4382499, -49.2655487
-25.4382499, -49.2655487
-25.4388312, -49.2652744
-25.4388312, -49.2652744
-25.4386766, -49.264855
-25.4386766, -49.264855
-25.4382143, -49.2636397
-25.4382143, -49.2636397
-25.4382794, -49.2634059
-25.4382794, -49.2634059
-25.4382126, -49.2632357
-25.4382126, -49.2632357
-25.4380635, -49.2628845
-25.4380635, -49.2628845
-25.4380385, -49.2628239
-25.4380385, -49.2628239
-25.4387766, -49.2624475
-25.4388312, -49.2652744
-25.438953, -49.2652129
-25.438953, -49.2652129
-25.4388755, -49.2649975
-25.4388755, -49.2649975
-25.4382794, -49.2634059
